ein,name,mission,city,state
1052,THE GOOD SAMARITAN HOSPITAL OF LEBANON,"THE GOOD SAMARITAN HOSPITAL IS A TAX-EXEMPT ORGANIZATION DEDICATED TO PROVIDING HIGH-QUALITY, COMPASSIONATE HEALTHCARE THAT IMPROVES THE OVERALL HEALTH OF THE COMMUNITY.",YORK,PA
1053,MASONIC VILLAGES OF THE GRAND LODGE,"OUR CARING COMMUNITIES AND SERVICES ASSIST INDIVIDUALS, FAMILIES AND CHILDREN IN REALIZING THEIR POTENTIAL AND ENJOYING THE HIGHEST POSSIBLE QUALITY OF LIFE THROUGH THE TRADITIONS OF FREEMASONRY.",ELIZABETHTOWN,PA
1054,WILLIAM PENN CHARTER SCHOOL INC,"A COED, PRE-KINDERGARTEN TO GRADE 12 SCHOOL ESTABLISHED IN 1689 BY WILLIAM PENN AS A FRIENDS SCHOOL. A VIGOROUS PROGRAM OF ACADEMICS, ARTS AND ATHLETICS PREPARES STUDENTS FOR HIGHER EDUCATION AND LIFE.",PHILADELPHIA,PA
1055,PENNSYLVANIA STATE EDUCATION ASSOCIATION,"WE ARE MEMBERS WHO PROMOTE, PROTECT, AND ADVOCATE FOR OUR SCHOOLS, STUDENTS, AND PROFESSIONS.",HARRISBURG,PA
1056,PENNSYLVANIA STATE EMPLOYEES CREDIT UNION,SEE SCHEDULE O,HARRISBURG,PA
1057,THE UNION LEAGUE OF PHILADELPHIA,"A PATRIOTIC, CIVIC-MINDED SOCIAL CLUB THAT PROVIDES A FULL RANGE OF BUSINESS, CULTURAL AND RECREATIONAL ACTIVITIES FOR ITS MEMBERS.",PHILADELPHIA,PA
1058,URSINUS COLLEGE,"UNDERGRADUATE EDUCATION THAT ENABLES STUDENTS TO BECOME INDEPENDENT, RESPONSIBLE, AND THOUGHTFUL INDIVIDUALS.",COLLEGEVILLE,PA
1059,Greater Philadelphia Young Men's Christian Association,"TO TRANSLATE THE PRINCIPLES OF THE YMCA'S CHRISTIAN HERITAGE INTO PROGRAMS THAT NURTURE CHILDREN, STRENGTHEN FAMILIES, BUILD STRONG COMMUNITIES AND DEVELOP HEALTHY SPIRITS, MINDS AND BODIES FOR ALL.",CONSHOHOCKEN,PA
1060,STEELWORKERS HEALTH & WELFARE FUND,"To provide cost effective, quality benefit plan options for Steelworker members, retirees and their families.",PITTSBURGH,PA
1061,WOODS SERVICES INC,WOODS IS A NONPROFIT MULTI-SERVICE HEALTHCARE AND HUMAN SERVICES ORGANIZATION.,LANGHORNE,PA
1062,SHEET METAL WORKERS HEALTH FUND OF,TO PROVIDE HEALTH AND WELFARE BENEFITS TO ITS MEMBERS,PHILADELPHIA,PA
1063,AMERICAN INSTITUTE FOR CHARTERED PROPERTY,EDUCATIONAL PRODUCTS AND SERVICES REGARDING RISK MANAGEMENT AND INSURANCE.,MALVERN,PA
1064,AMERICAN SOCIETY FOR TESTING,"TO BRING TOGETHER PRODUCERS, USERS, CONSUMERS AND OTHERS FROM ALL OVER THE WORLD (SEE SCH O)TO JOIN TOGETHER TO DEVELOP VOLUNTARY CONSENSUS STANDARDS.",WEST CONSHOHOCKEN,PA
1065,MERCY HOME HEALTH,TO PROVIDE HOME HEALTH SERVICES,LIVONIA,MI
1066,CARING PEOPLE ALLIANCE,"To reduce poverty and injustice by providing high quality services that nurture positive child and youth development, stable families across the life cycle, and thriving communities.",Philadelphia,PA
1067,Elwyn of Pennsylvania and Delaware,Elwyn makes life better for people with developmental and behavioral health challenges.,Elwyn,PA
1068,JEVS HUMAN SERVICES,"HELPING COMMUNITIES, FAMILIES, AND INDIVIDUALS LEAD SELF-DETERMINED, CONNECTED, AND HOPEFUL LIVES.",PHILADELPHIA,PA
1069,ABINGTON MEMORIAL HOSPITAL,THE MISSION OF ABINGTON MEMORIAL HOSPITAL D/B/A ABINGTON HOSPITAL - JEFFERSON HEALTH IS TO IMPROVE LIVES.,PHILADELPHIA,PA
1070,The American Oncologic Hospital,"To prevail over cancer marshaling heart and mind in bold scientific discovery, pioneering prevention, and compassionate care.",Philadelphia,PA
1071,JC BLAIR MEMORIAL HOSPITAL,HEALTHCARE PROVIDER - NOT-FOR-PROFIT ACUTE CARE HOSPITAL,HUNTINGDON,PA
1072,Main Line Hospitals Inc,"PROVIDE A COMPREHENSIVE RANGE OF HEALTH SERVICES, COMPLEMENTED BY EDUCATIONAL & RESEARCH ACTIVITIES THAT MEET THE NEEDS AND IMPROVE THE QUALITY OF LIFE IN THE COMMUNITIES WE SERVE.",NEWTOWN SQUARE,PA
1073,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,SEE SCHEDULE O,PHILADELPHIA,PA
1074,DOYLESTOWN HOSPITAL,"DOYLESTOWN HEALTH SYSTEM (""SYSTEM"") CONTINUOUSLY IMPROVES THE QUALITY OF LIFE AND PROACTIVELY ADVOCATES FOR THE HEALTH AND WELL BEING OF THE INDIVIDUALS WE SERVE.",DOYLESTOWN,PA
1075,Grand View Hospital,Leading our community to a healthier future.,Sellersville,PA
1076,GEISINGER-LEWISTOWN HOSPITAL,"STRIVE TO MAKE BETTER HEALTH EASIER BY PROVIDING ACCESS TO AFFORDABLE, HIGH QUALITY HEALTH SERVICES THROUGH EQUITABLE, INNOVATIVE, AND INCLUSIVE CARE MODELS THAT SUPPORT PATIENT CARE, EDUCATION, RESEARCH, & COMMUNITY SERVICE.",DANVILLE,PA
1077,MERCY CATHOLIC MEDICAL CENTER OF,TO PROVIDE HEALTH CARE AND HOSPITAL SERVICES,NEWTOWN SQUARE,PA
1078,LEHIGH VALLEY HOSPITAL - SCHUYLKILL,TO MAKE A POSITIVE DIFFERENCE IN THE SCOPE AND QUALITY OF HEALTHCARE FOR THE SCHUYLKILL COMMUNITY.,ALLENTOWN,PA
1079,ST LUKE'S QUAKERTOWN HOSPITAL,"TO PROVIDE COMPASSIONATE, EXCELLENT QUALITY AND COST EFFECTIVE HEALTHCARE TO THE RESIDENTS OF THE COMMUNITIES WE SERVE IN A NON-DISCRIMINATORY MANNER.",ALLENTOWN,PA
1080,READING HOSPITAL,"TO PROVIDE COMPASSIONATE, ACCESSIBLE, HIGH QUALITY, COST EFFECTIVE CARE TO THE COMMUNITY: TO PROMOTE HEALTH; TO EDUCATE HEALTHCARE PROFESSIONALS; AND TO PARTICIPATE IN APPROPRIATE CLINICAL RESEARCH.",READING,PA
1081,ST JOSEPH REGIONAL HEALTH NETWORK,"TO NURTURE THE HEALING MINISTRY OF THE CHURCH, SUPPORTED BY EDUCATION AND RESEARCH.",HERSHEY,PA
1082,ST LUKE'S HOSPITAL OF BETHLEHEM PA,"TO PROVIDE COMPASSIONATE, EXCELLENT QUALITY AND COST EFFECTIVE HEALTHCARE TO THE RESIDENTS OF THE COMMUNITIES WE SERVE.",ALLENTOWN,PA
1083,GETTYSBURG HOSPITAL,"THE GETTYSBURG HOSPITAL IS A TAX-EXEMPT ORGANIZATION DEDICATED TO PROVIDING HIGH QUALITY HEALTH CARE SERVICES FOR THE PEOPLE WHO LIVE, WORK, TRAVEL THROUGH, AND VACATION IN ADAMS COUNTY, PENNSYLVANIA AND NORTHERN MARYLAND.",YORK,PA
1084,YORK HOSPITAL,"YORK HOSPITAL IS A PREMIER COMMUNITY TEACHING HOSPITAL PROVIDING QUALITY, COST-EFFECTIVE HEALTH CARE SERVICES STRONGLY SUPPORTING EXCELLENCE IN EDUCATION, AND OFFERING ESSENTIAL SERVICES WITHOUT REGARD FOR AN INDIVIDUAL'S ABILITY TO PAY.",YORK,PA
1085,National Board of Medical Examiners,The mission of NBME is to protect the health of the public through state of the art assessment of health professionals.,Philadelphia,PA
1086,TURNING POINTS FOR CHILDREN,TO NURTURE FAMILIES WITH CHILDREN WHO ARE STRUGGLING AGAINST ECONOMIC AND ENVIRONMENTAL ODDS.,PHILADELPHIA,PA
1087,PHILADELPHIA ORCHESTRA ASSOCIATION,TO SHARE THE TRANSFORMATIVE POWER OF MUSIC WITH THE WIDEST AUDIENCE.,PHILADELPHIA,PA
1088,PHILADELPHIA UNIVERSITY,TO IMPROVE LIVES AND PROVIDE STUDENTS WITH EXCEPTIONAL VALUE IN 21ST CENTURY PROFESSIONAL EDUCATION.,PHILADELPHIA,PA
1089,LEBANON VALLEY COLLEGE,PROVIDES EDUCATIONAL SERVICES AT THE UNDERGRADUATE AND GRADUATE LEVEL.,ANNVILLE,PA
1090,GWYNEDD MERCY UNIVERSITY,GWYNEDD MERCY UNIVERSITY IS A CATHOLIC UNIVERSITY FOUNDED AND SPONSORED BY THE SISTERS OF MERCY.,GWYNEDD VALLEY,PA
1091,ALBRIGHT COLLEGE,PROMOTING A COMMITMENT TO LIFELONG LEARNING WITH A FOUNDATION IN THE LIBERAL ARTS.,READING,PA
1092,ARCADIA UNIVERSITY,"Arcadia University provides a distinctively global, integrative, and personal learning experience for intellectually curious undergraduate and graduate students in preparation for a life of scholarship, service, and professional contribution.",Glenside,PA
1093,BRYN MAWR COLLEGE,PROVIDE A RIGOROUS EDUCATION AND ENCOURAGE PURSUIT OF KNOWLEDGE AS PREPARATION FOR LIFE AND WORK.,BRYN MAWR,PA
1094,CHESTNUT HILL COLLEGE,PRIVATE LIBERAL ARTS COLLEGE SPONSORED BY THE CONGREGATION OF THE SISTERS OF ST. JOSEPH OF PHILA.,PHILADELPHIA,PA
1095,DREXEL UNIVERSITY,"INTEGRATED ACADEMIC OFFERINGS ENHANCED BY TECHNOLOGY, COOPERATIVE EDUCATION AND CLINICAL PRACTICE",PHILADELPHIA,PA
1096,ELIZABETHTOWN COLLEGE,PROVIDE A TRANSFORMATIVE EDUCATIONAL EXPERIENCE THAT CULTIVATES STRENGTHS OF ITS STUDENTS.,ELIZABETHTOWN,PA
1097,FRANKLIN & MARSHALL COLLEGE,A RESIDENTIAL COLLEGE DEDICATED TO EXCELLENCE IN UNDERGRADUATE LIBERAL ARTS EDUCATION.,LANCASTER,PA
1098,THE PUBLIC SCHOOL OF GERMANTOWN,"AN INDEPENDENT, COEDUCATIONAL COLLEGE PREP SCHOOL FOR COMMUTING STUDENTS IN GRADES PRE-K - TWELVE.",FORT WASHINGTON,PA
1099,GETTYSBURG COLLEGE,SEE SCHEDULE O - ATTACHMENT 1,GETTYSBURG,PA
1100,HAVERFORD SCHOOL,"A NON-SECTARIAN COLLEGE PREP SCHOOL PRE-K-12, EDUCATES QUALIFIED BOYS OF DIFFERING BACKGROUNDS.",HAVERFORD,PA
1101,THE HILL SCHOOL,SECONDARY BOARDING/DAY EDUCATIONAL INSTITUTION,POTTSTOWN,PA
1102,IMMACULATA UNIVERSITY,SEE SCHEDULE O,IMMACULATA,PA
1103,THOMAS JEFFERSON UNIVERSITY,IMPROVE LIVES AND PROVIDE STUDENTS WITH EXCEPTIONAL VALUE IN 21ST CENTURY PROFESSIONAL EDUCATION.,PHILADELPHIA,PA
1104,JUNIATA COLLEGE,"JUNIATA COLLEGE IS A PRIVATE LIBERAL ARTS COLLEGE IN HUNTINGDON, PA.",HUNTINGDON,PA
1105,LA SALLE UNIVERSITY,PROVIDES A HIGHER EDUCATION IN GENERAL AND SPECIALIZED STUDIES,PHILADELPHIA,PA
1106,LINCOLN UNIVERSITY,"LINCOLN UNIVERSITY IS A PREMIER, HISTORICALLY BLACK UNIVERSITY THAT COMBINES THE BEST ELEMENTS OF A LIBERAL ARTS AND SCIENCES BASED UNDERGRADUATE CORE CURRICULUM, AND SELECTED GRADUATE PROGRAMS TO MEET THE NEEDS OF THOSE LIVING IN A HIGHLY TECHNOLOGICAL AND GLOBAL SOCIETY.",LINCOLN UNIVERSITY,PA
1107,MESSIAH UNIVERSITY,"MESSIAH UNIVERSITY IS A CHRISTIAN UNIVERSITY OF THE LIBERAL AND APPLIED ARTS AND SCIENCES, OFFERING UNDERGRADUATE AND GRADUATE LEVEL PROGRAMS.",MECHANICSBURG,PA
1108,MUHLENBERG COLLEGE,"MUHLENBERG AIMS TO HELP STUDENTS BECOME INDEPENDENT CRITICAL THINKERS WHO ARE INTELLECTUALLY AGILE, CHARACTERIZED BY A ZEST FOR REASONED AND CIVIL DEBATE, KNOWLEDGEABLE ABOUT THE ACHIEVEMENTS AND TRADITIONS OF DIVERSE CIVILIZATIONS AND CULTURES, ABLE TO EXPRESS IDEAS WITH CLARITY AND GRACE, COMMITTED TO LIFE-LONG LEARNING, EQUIPPED WITH ETHICAL AND CIVIC VALUES AND PREPARED FOR LIVES OF LEADERSHIP AND SERVICE.",ALLENTOWN,PA
1109,Delaware Valley University,A PRIVATE FOUR-YEAR UNIVERSITY PROVIDING HIGHER EDUCATION TO INDIVIDUALS SEEKING ADVANCEMENT.,DOYLESTOWN,PA
1110,UNIVERSITY OF THE SCIENCES IN,"UNIVERSITY OF THE SCIENCES PREPARES STUDENTS TO BECOME LEADERS IN THE SCIENCES. SEE SCH. OUNIVERSITY OF THE SCIENCES PREPARES STUDENTS TO BECOME LEADERS, INNOVATORS, AND SKILLED PRACTITIONERS IN THE SCIENCES, THE HEALTH PROFESSIONS, AND RELATED DISCIPLINES.",PHILADELPHIA,PA
1111,SAINT JOSEPH'S UNIVERSITY,"AS PHILADELPHIA'S JESUIT CATHOLIC UNIVERSITY, SAINT JOSEPH'S PROVIDES A RIGOROUS, STUDENT-CENTERED EDUCATION ROOTED IN THE LIBERAL ARTS.",PHILADELPHIA,PA
1112,SPRINGSIDE CHESTNUT HILL ACADEMY,"TO PROMOTE EDUCATION, INSTRUCTION AND TRAINING OF CHILDREN AND YOUNG PEOPLE.",PHILADELPHIA,PA
1113,SWARTHMORE COLLEGE,SEE SCHEDULE O,SWARTHMORE,PA
1114,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,"THE PROVISION OF EDUCATION, RESEARCH, AND CHARITABLE PATIENT CARE SERVICES.",PHILADELPHIA,PA
1115,VILLANOVA UNIVERSITY,See Schedule O,VILLANOVA,PA
1116,YORK COLLEGE OF PENNSYLVANIA,POST-SECONDARY EDUCATION AND PRE-SCHOOL THROUGH GRADE 12 EDUCATION.,YORK,PA
1117,MILTON HERSHEY SCHOOL AND SCHOOL TRUST,"IN KEEPING WITH MILTON AND CATHERINE HERSHEY'S DEED OF TRUST, MILTON HERSHEY SCHOOL NURTURES AND EDUCATES CHILDREN IN SOCIAL AND FINANCIAL NEED. SEE SCHEDULE O.",HERSHEY,PA
1118,SUSQUEHANNA UNIVERSITY,"SUSQUEHANNA UNIVERSITY EDUCATES STUDENTS FOR PRODUCTIVE, CREATIVE AND REFLECTIVE LIVES OF ACHIEVEMENT, LEADERSHIP, AND SERVICE IN A DIVERSE, DYNAMIC AND INTERDEPENDENT WORLD.",SELINSGROVE,PA
1119,PHILADELPHIA COLLEGE OF OSTEOPATHIC,THE COLLEGE PROVIDES EDUCATION TO MEDICAL STUDENTS AND OTHER GRADUATE STUDENTS.,PHILADELPHIA,PA
1120,TRUMARK FINANCIAL CREDIT UNION,SEE SCHEDULE O FOR COMPLETE MISSION STATEMENT.,FORT WASHINGTON,PA
1121,UPMC HANOVER,NON-PROFIT COMMUNITY HOSPITAL DEDICATED TO PROMOTING WELLNESS WITHIN THE GREATER HANOVER AREA.,HARRISBURG,PA
1122,WAYNESBORO HOSPITAL,WAYNESBORO HOSPITAL IS A REGIONAL NONPROFIT HEALTHCARE ORGANIZATION COMMITTED TO THE IMPROVEMENT OF THE HEALTH AND WELL-BEING OF THE PEOPLE IN SOUTHCENTRAL PENNSYLVANIA.,YORK,PA
1123,Big Brothers Big Sisters Of America,"Since 1904, Big Brothers Big Sisters has been matching youth in meaningful, enduring, professionally supported mentoring relationships with adult volunteers who defend their potential and help them achieve their biggest possible futures. Big Brothers Big Sisters' evidence-based approach is designed to create positive youth outcomes, including educational success, avoidance of risky behaviors, higher aspirations, greater confidence, and improved relationships. In the past 10 years, with 243 affiliates in all 50 states, Big Brothers Big Sisters has served nearly 2 million children. Learn how to get involved at bbbs.org.",Tampa,FL
1124,GOODWILL KEYSTONE AREA,"PROVIDE JOB TRAINING AND SUPPORT FOR THOSE WITH DISABILITIES AND OTHER BARRIERS TO EMPLOYMENT. SEE PAGE 2, PART III AND SCHEDULE O.",HARRISBURG,PA
1125,LANCASTER GENERAL HOSPITAL,TO ADVANCE THE HEALTH AND WELL-BEING OF THE COMMUNITIES WE SERVE.,LANCASTER,PA
1126,LUTHERCARE,LUTHERCARE SERVES SENIORS' HOUSING/HEALTH NEEDS AND FAMILIES' CHILD CARE/EARLY LEARNING NEEDS.,LITITZ,PA
1127,Philadelphia Museum of Art,"The Philadelphia Museum of Art, in partnership with the city, the (See Schedule O for more details.) region,and art museums around the globe, seeks to preserve, enhance, interpret, and extend the reach of its great collections in particular, and the visual arts in general, to an increasing and increasingly diverse audience as a source of delight, illumination and lifelong learning.",Philadelphia,PA
1128,CEDAR CREST COLLEGE,LIBERAL ARTS COLLEGE PRIMARILY FOR WOMEN DEDICATED TO EDUCATING THE NEXT GENERATION OF LEADERS.,ALLENTOWN,PA
1129,DICKINSON COLLEGE,"DICKINSON COLLEGE, FOUNDED IN 1783, IS A HIGHLY SELECTIVE, PRIVATE RESIDENTIAL LIBERAL (CONTINUED) ARTS COLLEGE KNOWN FOR ITS INNOVATIVE CURRICULUM. FOR MORE THAN TWO CENTURIES, DICKINSON HAS EMBRACED THE VISION OF AN EVER-EVOLVING EDUCATION, AN EDUCATION THAT PREPARES RISING GENERATIONS FOR SUCCESSFUL, ACTIVE, INFORMED LIVES AS GLOBAL LEADERS.DICKINSON CONTINUES TO SEEK NEW WAYS TO STRENGTHEN THE INDIVIDUALIZED, INTERDISCIPLINARY EDUCATION IT PROVIDES WHILE CONTINUING TO PREPARE SCHOLARS WITH INTELLECTUAL AGILITY, ETHICAL GROUNDING, INTERCULTURAL UNDERSTANDING AND THE SKILLS TO WORK TOWARD A JUST AND SUSTAINABLE WORLD. PLEASE REFER TO PART III, LINE 4 FOR A DETAILED DESCRIPTION OF THE COLLEGE'S PROGRAM SERVICE ACCOMPLISHMENTS.",CARLISLE,PA
1130,Temple University - Of The Commonwealth System of Higher Education,"Providing access to high quality and affordable higher education, world-class research, and public service through its campuses and distance learning programs.",Philadelphia,PA
1131,LYRASIS,"SEE SCHEDULE O FOR A COMPLETE DESCRIPTION OF LYRASIS' MISSION.LYRASIS IS A COMMUNITY-SUPPORTED NON-PROFIT WHOSE MISSION IS TO SUPPORT ENDURING ACCESS TO OUR SHARED ACADEMIC, SCIENTIFIC AND CULTURAL HERITAGE FOR ARCHIVES, LIBRARIES, MUSEUMS AND RESEARCH COMMUNITIES. WITH MORE THAN 80 YEARS OF EXPERIENCE, LYRASIS OFFERS TECHNOLOGIES, SERVICES AND SPECIAL PROGRAMS DESIGNED BY AND FOR KNOWLEDGE PROFESSIONALS AND BRINGS TOGETHER MORE THAN 2000 COLLECTIONS-HOLDING ORGANIZATIONS WORLDWIDE FOR COLLABORATION, INNOVATION AND SCALE.",ATLANTA,GA
1132,EPHRATA COMMUNITY HOSPITAL,"THE EPHRATA COMMUNITY HOSPITAL IS A TAX-EXEMPT ORGANIZATION DEDICATED TO PROVIDING PREVENTIVE, PRIMARY, ACUTE CARE, DIAGNOSTIC, AND REHABILITATIVE SERVICES.",YORK,PA
1133,CHURCH FARM SCHOOL,THE CHURCH FARM SCHOOL PREPARES A DIVERSE GROUP OF BOYS WITH ACADEMIC ABILITY AND GOOD CHARACTER TO LEAD PRODUCTIVE AND FULFILLING LIVES BY MAKING A COLLEGE PREPARATORY EDUCATION FINANCIALLY ACCESSIBLE.,EXTON,PA
1134,EPISCOPAL ACADEMY,A CO-EDUCATIONAL INDEPENDENT DAY SCHOOL FOR GRADES PRE-K THROUGH TWELVE.,NEWTOWN SQUARE,PA
1135,THE GOOD SHEPHERD REHABILITATION,"TO ENHANCE LIVES, MAXIMIZE FUNCTION, INSPIRE HOPE, AND PROMOTE DIGNITY AND WELL-BEING.",ALLENTOWN,PA
1136,WIDENER UNIVERSITY,EMPOWERING OUR COMMUNITY OF LEARNERS TO DISCOVER AND CREATE BETTER FUTURES.,CHESTER,PA
1137,The Devereux Foundation,Devereux is a leading behavioral healthcare organization supporting many of the most underserved and vulnerable members of our communities.,Villanova,PA
1138,TEAMSTERS HEALTH & WELFARE FUND OF,FUNDING ARRANGEMENT FOR MULTI- EMPLOYER WELFARE PLAN UNDER THE TERMS OF A COLLECTIVE BARGAINING AGREEMENT.,Pennsauken,NJ
1139,FULTON COUNTY MEDICAL CENTER,TO CONTINUOUSLY IMPROVE THE HEALTH OF OUR COMMUNITY.,MCCONNELLSBURG,PA
1140,INT'L UNION OF OPERATING ENGRS WELFARE,"THE PLAN PROVIDES HOSPITAL, SURGICAL, MEDICAL, DENTAL, VISION, AND PRESCRIPTION BENEFITS TO ELIGIBLE MEMBERS OF IUOE LOCAL 542 & THEIR DEPENDENTS.",FORT WASHINGTON,PA
1141,Eastern University,"Eastern University is a diverse, Christ-centered community preparing graduates to impact the world.",St Davids,PA
1142,SALUS UNIVERSITY,"ADVANCING INTEGRATED HEALTH CARE THROUGH INNOVATIVE EDUCATION, RESEARCH AND CLINICAL SERVICES",ELKINS PARK,PA
1143,BRETHREN VILLAGE,TO PROVIDE A CONTINUUM OF SERVICES AND CHRIST-LIKE CARE TO SUPPORT THE AGING PROCESS.,LITITZ,PA
1144,THE ACADEMY OF THE NEW CHURCH,"THE MISSION OF THE ACADEMY IS TO STUDY AND TEACH THE TRUTHS OF THE NATURAL AND SPIRITUAL WORLDS IN THE LIGHT OF THE OLD TESTAMENT, THE NEW TESTAMENT, AND THE WRITINGS OF EMANUEL SWEDENBORG. THIS IS DONE AT THE ACADEMY OF THE NEW CHURCH SECONDARY SCHOOLS, BRYN ATHYN COLLEGE AND THE ACADEMY OF THE NEW CHURCH THEOLOGICAL SCHOOL.",BRYN ATHYN,PA
1145,WHYY INC,"WHYY IS THE PHILADELPHIA REGION'S LEADING PUBLIC MEDIA PROVIDER, SERVING SOUTHEASTERN PENNSYLVANIA, SOUTHERN NEW JERSEY, AND ALL OF DELAWARE.",PHILADELPHIA,PA
1146,DEFENDER ASSOCIATION OF PHILADELPHIA,2,PHILADELPHIA,PA
1147,MAGEE REHABILITATION HOSPITAL,TO IMPROVE THE QUALITY OF LIFE OF PERSONS WITH DISABILITIES BY PROVIDING HIGH QUALITY PHYSICAL AND COGNITIVE REHABILITATION SERVICES.,PHILADELPHIA,PA
1148,SPIRITRUST LUTHERAN,"PROVIDES HOUSING, HEALTHCARE & RELATED SERVICES THROUGH THE OPERATION OF RETIREMENT COMMUNITIES.",YORK,PA
1149,JEWISH FEDERATION OF GREATER,"THE JEWISH FEDERATION OF GREATER PHILADELPHIA MOBILIZES FINANCIAL AND VOLUNTEER RESOURCES TO ADDRESS THE COMMUNITIES' MOST CRITICAL PRIORITIES LOCALLY, IN ISRAEL AND AROUND THE WORLD.",PHILADELPHIA,PA
1150,HOLY FAMILY UNIVERSITY,"LIBERAL ARTS & PROFESSIONS EDUCATION IN DOCTORATE, GRADUATE, UNDERGRADUATE & NON-DEGREE PROGRAMS",PHILADELPHIA,PA
1151,PENN STATE HEALTH HOLY,PROVIDES HEALTH SERVICES IN THE GREATER HARRISBURG AREA AND SOUTH CENTRAL PENNSYLVANIA.,HERSHEY,PA
1152,American College of Physicians Inc,"The American College of Physicians (ACP) is a national organization of internists - physicians who specialize in the prevention, detection and treatment (Continued on Schedule O)",PHILADELPHIA,PA
1153,ALVERNIA UNIVERSITY,A CATHOLIC COMPREHENSIVE UNIVERSITY WITH A LIBERAL ARTS FOUNDATION FOUNDED BY THE BERNARDINE FRANCISCAN SISTERS,READING,PA
1154,UNIQUESOURCE PRODUCTS & SERVICES,"OUR MISSION IS TO PARTNER WITH MEMBER AGENCIES TO IDENTIFY, MARKET, AND DELIVER PRODUCTS AND SERVICES THAT ADVANCE EMPLOYMENT OPPORTUNITIES FOR PROFESSIONALS WITH DISABILITIES.",MECHANICSBURG,PA
1155,CABRINI UNIVERSITY,"CATHOLIC INSTITUTION OF HIGHER EDUCATION DEDICATED TO ACADEMIC EXCELLENCE, LEADERSHIP DEVELOPMENT, AND A COMMITMENT TO SOCIAL JUSTICE.",RADNOR,PA
1156,Riddle Memorial Hospital,PROVIDE A COMPREHENSIVE RANGE OF HEALTH SERVICES THAT MEET THE NEEDS AND IMPROVE THE QUALITY OF LIFE IN THE COMMUNITIES WE SERVE.,NEWTOWN SQUARE,PA
1157,HOLY REDEEMER HEALTH SYSTEM,"TO PROVIDE HOLISTIC HEALTHCARE THROUGH HOSPITAL, LONG-TERM CARE AND HOMECARE SERVICES",HUNTINGDON VALLEY,PA
1158,HUMANGOOD PENNSYLVANIA,"TO HELP OLDER ADULTS LIVE THEIR BEST LIVES POSSIBLE, HOWEVER THEY DEFINE IT.",LAFAYETTE HILL,PA
1159,PHILHAVEN,"PHILHAVEN IS SOUTHCENTRAL PENNSYLVANIA'S MOST COMPREHENSIVE BEHAVIORAL HEALTH ORGANIZATION, SERVING ADAMS, LANCASTER, LEBANON AND YORK COUNTIES THROUGH 54 PROGRAMS AND 20 CARE LOCATIONS.",YORK,PA
1160,DEBORAH HEART AND LUNG CENTER,"to provide the highest quality heart, lung and vascular care in a collaborative and welcoming environment, while ensuring access for all.",BROWNS MILLS,NJ
1161,BOARD OF TRUSTEES CARPENTERS' HEALTH &,THE CARPENTERS' HEALTH AND WELFARE FUND OF PHILADELPHIA AND VICINITY (THE PLAN) PROVIDES HEALTH AND OTHER BENEFITS TO ELIGIBLE MEMBERS OF METROPOLITAN REGIONAL COUNCIL OF PHILADELPHIA AND VICINITY OF THE UNITED BROTHERHOOD OF CARPENTERS AND JOINERS OF AMERICA WHICH REPRESENTS CARPENTERS EMPLOYED PRIMARILY IN SOUTHEASTERN PENNSYLVANIA.,PHILADELPHIA,PA
1162,THE PHILADELPHIA FOUNDATION,"COMMUNITY FOUNDATION STRENGTHENS THE ECONOMIC, SOCIAL & CIVIC VITALITY OF GREATER PHILADELPHIA.",PHILADELPHIA,PA
1163,CURTIS INSTITUTE OF MUSIC,"THE CURTIS INSTITUTE OF MUSIC, LOCATED IN PHILADELPHIA, PENNSYLVANIA, WAS FOUNDED IN 1924 TO EDUCATE AND TRAIN EXCEPTIONALLY GIFTED YOUNG MUSICIANS TO ENGAGE A GLOBAL COMMUNITY THROUGH MUSIC. THE INSTITUTE IS A TUITION-FREE MUSIC CONSERVATORY THAT IS SUPPORTED PRIMARILY BY ENDOWMENT AND ANNUAL GIVING.",PHILADELPHIA,PA
1164,UNITED CHURCH OF CHRIST HOMES INC,PROVIDE HEALTH CARE AND RESIDENTIAL RETIREMENT FACILITIES,CAMP HILL,PA
1165,THE UNIVERSITY OF THE ARTS,"INSPIRING, EDUCATING & PREPARING INNOVATIVE ARTISTS AND CREATIVE LEADERS FOR THE 21ST CENTURY ARTS.",PHILADELPHIA,PA
1166,COMMISSION ON ECONOMIC OPPORTUNITY,SUPPORT ECONOMIC AND SOCIAL INDEPENDENCE FOR LOW INCOME PEOPLE BY PROVIDING A RANGE OF COMMUNITY SERVICES.,WILKESBARRE,PA
